Species_Treatment,Tree #,Month,Species,Curve,Leaf,Photo,Ci,Tleaf,Season
PILAND,47,OCTOBER,PILAND,39,1,14.4966,256.6832,27.9459,OCTOBER
PILAND,47,OCTOBER,PILAND,39,1,7.985,153.1644,27.906,OCTOBER
PILAND,47,OCTOBER,PILAND,39,1,3.9787,101.9478,27.7028,OCTOBER
PILAND,47,OCTOBER,PILAND,39,1,1.2807,74.0769,27.5909,OCTOBER
PILAND,47,OCTOBER,PILAND,39,1,-0.4405,55.3789,27.538,OCTOBER
PILAND,47,OCTOBER,PILAND,39,1,-2.474,28.3122,26.5872,OCTOBER
PILAND,48,OCTOBER,PILAND,40,1,28.6788,1010.2761,26.9752,OCTOBER
PILAND,48,OCTOBER,PILAND,40,1,27.8125,635.8361,26.9959,OCTOBER
PILAND,48,OCTOBER,PILAND,40,1,24.9132,314.2532,26.8981,OCTOBER
PILAND,48,OCTOBER,PILAND,40,1,15.8529,170.4265,26.929,OCTOBER
PILAND,48,OCTOBER,PILAND,40,1,7.7121,112.4907,26.7911,OCTOBER
PILAND,48,OCTOBER,PILAND,40,1,2.5366,75.487,26.6684,OCTOBER
PILAND,48,OCTOBER,PILAND,40,1,-0.3697,52.6601,26.6688,OCTOBER
PILAND,48,OCTOBER,PILAND,40,1,-2.8529,18.6822,26.4741,OCTOBER
